,sentence,hate,category
17403,পাপ সে যতোই করুক এর মানে কি বুঝিনি ? ওরা কাঁদছে নিজের মৃত্যু নিশ্চিত দেখে তবে ওরা একদমি কাদেনি নুসরাত নামের আরেকটি মানুষকে নির্মম ভাবে পুরিয়ে মেরে ফেলতে ওরা নিজের জীবনের জন্য বিচারের ফরিয়াদ জানাচ্ছে সেই আল্লার কাছেই যেই আল্লার সৃষ্টি নুসরাতও একজন আল্লার বান্দি ছিল । আল্লাহ্‌র কথা তখন স্বরন করেনি যখন তারা আল্লাহ্‌র সৃষ্টি একটা বান্দিকে মেরে ফেলার সিদ্ধান্ত নিয়েছিল এমন কি নির্মমভাবে পুরিয়ে মারার আগ মুহুর্ত পর্জন্তও তারা আল্লাহ্‌র কথা ভেবে হোলেও সিদ্ধান্ত থেকে ফিরে আসেনি । তাহলে সেই অমানুষদের জন্য তোমার এতো খাড়াপ লাগে কিসের জন্য ওদের কান্না দেখেই কি ? ইসলাম বলে যে মানুষ একটা বর্বর অপরাধির পক্ষে ব্যথিত হয় সে তাৎক্ষণিক সমান ভাবে একই অপরাধের অপরাধি হয়ে যায় । দুনিয়াতে তার বিচার হোক বা না হোক আল্লাহ্‌র আদালতে তার বিচার অবধারিত হয়ে রয় । প্রত্যেকটি খুনি ও খুনের ঘটনায় সহায়াতা কারিদের যেন এভাবেই সাজায় পরতে হয় সেটাই একমাত্র কাম্য হয়া উচিত মনে করি ।,0,crime
23400,কাউয়া কাউয়া ভাইরে ভাই কাউয়া,0,politics
17594,যেমন কাজ এমন বিচার,0,crime
14265,নায়ক ফিটেস্ট না,0,entertainment
27200,পড়ে খুব ভালো স্যার! ধন্যবাদ,0,celebrity
26580,আপনার ভোট কি আপনি দিতে পেরেছেন জাতি জানতে চায়?,0,celebrity
22262,ভাই আপনি দেশে আছেন নাকি বিদেশে।,0,politics
17589,ভিডিও কে করলো এটার বিচার না চেয়ে নিজের কি বিচার হবে এটা জাতি দেখতে চায়,0,crime
17453,নারীর সাধিনতা চায় ডিসির মতো শিয়াল গুলো রোমাঞ্চ করার জন্য এই রকম মহিলা দের অনেক ধরকার আর এই জন্য ছেলেদের কে চাকরি দেয় না এদের কে চাকরি দেয়,0,crime
15770,আমাদের এই স্বাধীন দেশে আল্লাহর আইন প্রনয়ন করা হোক,0,crime
19367,আমি এই চার নাস্তিকদের বলতে চাই আবুজাহেল কোথায় বাস করত,0,religion
16002,আমাদের সম্মানিত মেজিস্টেট ভাই আপনাকে অসংখ্য ধন্যবাদ জানাই তবে আপনাকে সতর্ক অবস্থান এবং শক্ত হাতে অবিজান চালাইতে হবে আপনি কাউকে পরওয়া করবেন না আপনার সাথে আছে র‍্যাববাহিনী এবং জনগণ।,0,crime
16706,এ হল আমাদের দেশে আইনশৃঙ্খলা বাহিনী,0,crime
14743,অপর্নার মেকয়াপটা খুব খারাপ দেখাচ্ছে৷ ছেলেদের মত লাগতেছে তারে,0,entertainment
